coordt3	phi3	phi2	phi1
24.3	9.46526051848195e-05	0.000938052427954972	0.0067635839805007
24.4	7.89939804235473e-05	0.000783103518188	0.00589395640417933
24.5	6.22387960902415e-05	0.000617277284618467	0.00493413582444191
24.6	4.47960555902682e-05	0.00044462297228165	0.00390890473499894
24.7	2.70734199148137e-05	0.00026917687500827	0.00284338998608291
24.8	9.46836735238321e-06	9.48747838265263e-05	0.00176249770447612
24.9	7.64004653319716e-06	7.45297074900009e-05	0.00069038406945765
25	2.38987377088051e-05	0.000235539773711935	0.000350036163581535
25.1	3.8987236621324e-05	0.000384981307433918	0.00133753381669521
25.2	5.26233961863909e-05	0.000520059198606759	0.00225295289419591
25.3	6.45679538138211e-05	0.00063840311486274	0.00307953637093306
25.4	7.46281366446055e-05	0.000738102244213223	0.0038031863514334
25.5	8.26598625280894e-05	0.000817728345282376	0.00441265292465687
25.6	8.8569096988067e-05	0.000876348291058093	0.0048996564000845
25.7	9.23117841011845e-05	0.000913523428607732	0.00525893783196807
25.8	9.38928569667041e-05	0.000929300673305988	0.00548824388533831
25.9	9.33641640585847e-05	0.000924191030208021	0.00558823952451348
26	9.0821493358817e-05	0.000899140606634319	0.00556237250566483
26.1	8.64006724441424e-05	0.000855492544360459	0.00541667407378554
26.2	8.02730864961632e-05	0.00079494109377265	0.00515952054411173
26.3	7.26404396118596e-05	0.00071948190452531	0.00480134366080165
26.4	6.37292177998461e-05	0.000631355331279337	0.00435431813821197
26.5	5.37847117811907e-05	0.000532988633494824	0.0038320233579725
26.6	4.30649488407653e-05	0.000426935061113909	0.00324907805770636
26.7	3.183454828104e-05	0.000315813435008749	0.00262078922241926
26.8	2.03587114810944e-05	0.000202248498681001	0.00196278328076005
26.9	8.89736747922143e-06	8.88132708496414e-05	0.00129065720830113
27	2.30023238145804e-06	2.20248348341556e-05	0.000619635742623359
27.1	1.30005373648601e-05	0.000127953608171083	3.5739391023526e-05
27.2	2.29901688726386e-05	0.000226860283873975	0.000661897647660226
27.3	3.20797589665744e-05	0.000316869496600702	0.00124649179633707
27.4	4.0107115637511e-05	0.000396374962292612	0.00177861412521452
27.5	4.69396873086225e-05	0.000464063254185021	0.00224896892905235
27.6	5.2476239943644e-05	0.000518931250553578	0.00265000807121396
27.7	5.66478629480116e-05	0.000560295418836176	0.00297601567581296
27.8	5.94181110500358e-05	0.000587793532758951	0.00322315469384193
27.9	6.07825859333389e-05	0.000601380306761712	0.00338946981355548
28	6.07676593062934e-05	0.000601315638050437	0.0034748469479382
28.1	5.94287557760254e-05	0.00058814644580707	0.00348093640059233
28.2	5.68479190405924e-05	0.000562683446332812	0.00341104040853679
28.3	5.31310070073232e-05	0.000525972922332585	0.00326997018419206
28.4	4.84043994219974e-05	0.000479264417663217	0.00306387688033283
28.5	4.28114544774871e-05	0.000423975783633068	0.00280005717650056
28.6	3.6508670746116e-05	0.000361654907464981	0.00248675025068223
28.7	2.96617781714303e-05	0.000293941207928583	0.00213290960527956
28.8	2.24417508434271e-05	0.00022252625785768	0.00174798560328782
28.9	1.50208707054844e-05	0.000149114537634887	0.00134169473312795
29	7.56891358832945e-06	7.53860585973598e-05	0.000923797662835568
29.1	2.4955295430118e-07	2.96057191917498e-06	0.000503885617945343
29.2	6.7829632826033e-06	6.66353371343575e-05	9.11785973585211e-05
29.3	1.33867979457136e-05	0.000131997672724538	0.000305658875731751
29.4	1.94351214304334e-05	0.000191870902199298	0.000678681768476963
29.5	2.48182841460221e-05	0.000245169299887493	0.00102080672513694
29.6	2.94455076073064e-05	0.00029099386301823	0.00132592814043164
29.7	3.32461058860645e-05	0.000328644295223057	0.0015890090726316
29.8	3.61702623195015e-05	0.000357626617187634	0.00180614448618144
29.9	3.8189235056052e-05	0.000377655407646671	0.00197459710761905
30	3.92951442336198e-05	0.000388651940738782	0.00209280662238598
30.1	3.95003662561066e-05	0.00039073743391782	0.00216037267819047
30.2	3.88363841921091e-05	0.00038422251236625	0.00217801332473755
30.3	3.73523835150991e-05	0.000369592773495242	0.00214750156737864
30.4	3.5113454941893e-05	0.000347491528373212	0.00207158108241856
30.5	3.219855716452e-05	0.000318698934279382	0.00195386447012424
30.6	2.86982030957006e-05	0.000284110108623281	0.00179871707223356
30.7	2.47120897256536e-05	0.000244710507104173	0.00161113031208515
30.8	2.03464915102813e-05	0.000201551229110919	0.00139658490661532
30.9	1.57117246999405e-05	0.000155723231728189	0.00116091163363308
31	1.0919563464995e-05	0.000108332125819288	0.000910149072296917
31.1	6.08074742558529e-06	6.04733540967572e-05	0.000650403497274965
31.2	1.30261639696982e-06	1.32088143800502e-05	0.000387713254895061
31.3	3.31310320689227e-06	3.24549982906319e-05	0.000127920196973719
31.4	7.67228448239621e-06	7.55866785766557e-05	0.000123448888189159
31.5	1.16901555884397e-05	0.000115347269456834	0.000361288693966344
31.6	1.52927659655688e-05	0.000151004773215391	0.000581008440349251
31.7	1.8418169929646e-05	0.000181945913936943	0.000778609188273549
31.8	2.1017298422521e-05	0.000207684701308608	0.000950745772570372
31.9	2.30545101658208e-05	0.000227867989451624	0.00109477085061371
32	2.45078426814871e-05	0.000242277834331617	0.00120876298751682
32.1	2.53689322562423e-05	0.00025083078071475	0.00129153637681156
32.2	2.56426537816878e-05	0.000253574515227228	0.00134263560175896
32.3	2.53465041168965e-05	0.000250681303441525	0.00136231398209929
32.4	2.45096907747211e-05	0.000242439477005973	0.00135149690322578
32.5	2.31720496230992e-05	0.000229242417844944	0.00131173373665661
32.6	2.13827279367251e-05	0.000211575737921521	0.00124513660557568
32.7	1.9198772861273e-05	0.000190003192983568	0.00115431018639356
32.8	1.66835452546366e-05	0.000165151082910597	0.00104227429255843
32.9	1.39050998768653e-05	0.000137692113639787	0.000912379939109087
33	1.09345110104186e-05	0.000108329011709429	0.000768222322221845
33.1	7.84420171839884e-06	7.77779059717432e-05	0.000613552052527666
33.2	4.70631584903458e-06	4.67522113467567e-05	0.000452187174232677
33.3	1.5911497257548e-06	1.59471546794521e-05	0.000287926930468529
33.4	1.43430190746585e-06	1.39745880005648e-05	0.00012447006884031
33.5	4.30767340731109e-06	4.23961027991027e-05	3.46611959685106e-05
33.6	6.9724073910038e-06	6.87578212819062e-05	0.000186190402018838
33.7	9.37874938244931e-06	9.25674248719588e-05	0.000327147368807346
33.8	1.14845661300933e-05	0.000113407892058603	0.00045491976197809
33.9	1.32559553094325e-05	0.000130943604744971	0.000567294307984412
34	1.46676648000721e-05	0.000144924371852539	0.00066248798975721
34.1	1.57032791321399e-05	0.000155187517520972	0.000739168317522854
34.2	1.63552522280952e-05	0.000161657852004282	0.000796462525613606
34.3	1.66246863955166e-05	0.000164345896337181	0.000833957688882947
34.4	1.65209821716417e-05	0.000163344229804352	0.000851688964758068
34.5	1.60613053594716e-05	0.000158822047524154	0.000850120035465807
34.6	1.52698903548298e-05	0.000151018641190603	0.000830114760901779
34.7	1.41772334245616e-05	0.000140235191793181	0.000792900682426989
34.8	1.28191841213265e-05	0.000126825863844715	0.000740027346182615
34.9	1.12359402919537e-05	0.000111187830043491	0.000673318398185074
35	9.47100397752365e-06	9.37510558287613e-05	0.000594819895923138
35.1	7.57010548113612e-06	7.49674582039006e-05	0.00050674652447924
35.2	5.58010515305796e-06	5.53002864762675e-05	0.000411426415666938
35.3	3.54794042323192e-06	3.52135575667489e-05	0.000311245152261108
35.4	1.51958965943777e-06	1.5161870578595e-05	0.000208591853152029
35.5	4.60885843267533e-07	4.41909287474118e-06	0.00010580665548332
35.6	2.35222887567943e-06	2.31213325605495e-05	5.13218719788711e-06
35.7	4.11677228839835e-06	4.0572282159701e-05	9.13311378099024e-05
35.8	5.72111639485229e-06	5.64415713597555e-05	0.00018166471272707
35.9	7.13669032847974e-06	7.04464764567092e-05	0.000264165661064908
36	8.34017282613786e-06	8.23562295408919e-05	0.000337374716764316
36.1	9.31380327529041e-06	9.19949161470868e-05	0.000400097167585045
36.2	1.00455354186124e-05	9.92432323982939e-05	0.000451418076409027
36.3	1.05290819192305e-05	0.000104038655990735	0.000490709731820971
36.4	1.0763810678327e-05	0.000106374674942344	0.000517632986884564
36.5	1.07545429273159e-05	0.000106298633909319	0.000532132631633431
36.6	1.05112249002559e-05	0.000103908583696466	0.000534425838850439
36.7	1.00485049188137e-05	9.93490830296651e-05	0.000524986651726067
36.8	9.38523044169415e-06	9.28061999729834e-05	0.000504523341078311
36.9	8.54386871651514e-06	8.45018003019504e-05	0.000473954307381064
37	7.54987104301108e-06	7.46872829040512e-05	0.000434378278441727
37.1	6.43099838271155e-06	6.36369150015526e-05	0.000387042906368151
37.2	5.21662741448381e-06	5.16409527335782e-05	0.000333311094436795
37.3	3.93704067391809e-06	3.8998663512757e-05	0.000274626654572785
37.4	2.62273351836484e-06	2.60114393313415e-05	0.000212479280889966
37.5	1.30374246509746e-06	1.29761565403896e-05	0.00014837013441138
37.6	9.00420893401588e-09	1.7886992509375e-07	8.37787592899986e-05
37.7	1.2342275113042e-06	1.21109806059394e-05	2.01317907340126e-05
37.8	2.40091026171285e-06	2.3645779947401e-05	4.12258050346281e-05
37.9	3.46866977452009e-06	3.42042731062975e-05	9.90565167739987e-05
38	4.41818292529206e-06	4.35953079431783e-05	0.000152252629050054
38.1	5.2334735300974e-06	5.16608415637165e-05	0.000199854679522105
38.2	5.9021317611041e-06	5.82780230615754e-05	0.000241066125454381
38.3	6.41543601886951e-06	6.33604868198745e-05	0.000275263591902331
38.4	6.76840318192262e-06	6.68587599648163e-05	0.000302003143588081
38.5	6.95974176778691e-06	6.87599022057839e-05	0.000321021943818778
38.6	6.99173369866912e-06	6.90862798364833e-05	0.000332236726535484
38.7	6.87004740029806e-06	6.78936921758577e-05	0.000335737451678142
38.8	6.60347041048226e-06	6.5268854086753e-05	0.000331778224790469
38.9	6.20360060565872e-06	6.13261727266945e-05	0.000320764607749879
39	5.68447558180196e-06	5.62042732781265e-05	0.000303238368360326
39.1	5.06217429574463e-06	5.0061906222254e-05	0.00027985981432721
39.2	4.35438050772063e-06	4.30737272836268e-05	0.000251388381002471
39.3	3.57993667421397e-06	3.5425866371952e-05	0.000218661851249635
39.4	2.75838556262897e-06	2.7311381927575e-05	0.000182574818609282
39.5	1.90951573131315e-06	1.89257989404723e-05	0.000144056699355133
39.6	1.05292144780833e-06	1.04627333712415e-05	0.000104050101072062
39.7	2.07582345979063e-07	2.10975349546061e-06	6.34896641713567e-05
39.8	6.08524601375393e-07	5.95546316617401e-06	2.32821384997806e-05
39.9	1.37877748329629e-06	1.35686132125556e-05	1.57121903612278e-05
40	2.08821847991203e-06	2.05818087124499e-05	5.26962649018969e-05
40.1	2.7238108941674e-06	2.68661551672267e-05	8.69508439791389e-05
40.2	3.27465045302233e-06	3.23137865052558e-05	0.000117846888315398
40.3	3.73211446458299e-06	3.68393848475534e-05	0.000144855323014781
40.4	4.08996038459009e-06	4.03811573050916e-05	0.000167554404470138
40.5	4.34436469731736e-06	4.29011961387005e-05	0.000185634125955403
40.6	4.49391427537194e-06	4.43853969045449e-05	0.000198898371309042
40.7	4.53953634860227e-06	4.48428036179394e-05	0.000207264180062339
40.8	4.48438595412881e-06	4.43044664280023e-05	0.000210758822504431
40.9	4.3336913222447e-06	4.28219100285787e-05	0.000209514430025592
41	4.09454878536053e-06	4.04651727876626e-05	0.000203760617296211
41.1	3.77570631826529e-06	3.73205548385158e-05	0.00019381546007935
41.2	3.38729569193674e-06	3.34880751324818e-05	0.000180074537638575
41.3	2.94056053462555e-06	2.90787702397211e-05	0.000162999291205779
41.4	2.44756847678218e-06	2.42117912421236e-05	0.000143103985465132
41.5	1.92091238204739e-06	1.90115097211674e-05	0.000120942320791073
41.6	1.37341635308985e-06	1.36046046463889e-05	9.70936816884205e-05
41.7	8.17846512290998e-07	8.11718564364128e-06	7.21494288882241e-05
41.8	2.66635282741845e-07	2.67208156401466e-06	4.66995224996936e-05
41.9	2.68376368239842e-07	2.61370678344974e-06	2.13197345146909e-05
42	7.76173635586019e-07	7.63132811698597e-06	3.44027012033621e-06
42.1	1.24677421808883e-06	1.22821238619508e-05	2.70677992375568e-05
42.2	1.67140592566284e-06	1.6479374608025e-05	4.90967067889869e-05
42.3	2.04264847525337e-06	2.01497114176163e-05	6.91155582899228e-05
42.4	2.35454172070604e-06	2.32341808441561e-05	8.67742419359274e-05
42.5	2.60265687757055e-06	2.56889652519021e-05	0.000101788980828132
42.6	2.78413313026249e-06	2.74857065960532e-05	0.000113945694465656
42.7	2.89767535832652e-06	2.86115318886004e-05	0.00012310165038798
42.8	2.94352184937452e-06	2.90687130473088e-05	0.000129185529658571
42.9	2.92337654173025e-06	2.88739993266063e-05	0.000132196000777185
43	2.84031307273835e-06	2.80576750810724e-05	0.000132198678329587
43.1	2.69865472546371e-06	2.66623792413156e-05	0.0001293218228966
43.2	2.50383004640753e-06	2.47416519414401e-05	0.000123751015053131
43.3	2.26220822696632e-06	2.23583556362428e-05	0.000115722526970785
43.4	1.98092448044918e-06	1.95829288713867e-05	0.000105516031908337
43.5	1.66769450515858e-06	1.64915254572406e-05	9.34467752813362e-05
